run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24222,signal,LH2,PI+SIDIS,84.693,0.9988,1.0,99.9675,32.0237,1.03605,-1.0,1.0,ps6,1.0
24223,signal,LH2,PI+SIDIS,41.686,0.9987,1.0,99.9669,32.8803,1.0374,1.0,-1.0,ps5,1.0
24224,signal,LH2,PI+SIDIS,84.388,0.9988,1.0,99.9671,33.925,1.034523,-1.0,1.0,ps6,1.0
24225,signal,LH2,PI+SIDIS,30.855,0.9988,1.0,99.9669,34.7512,1.034426,-1.0,1.0,ps6,1.0
24226,signal,LH2,PI+SIDIS,87.941,0.9986,1.0,99.9675,35.5977,1.031381,-1.0,1.0,ps6,1.0
24227,signal,LH2,PI+SIDIS,107.49,0.9986,1.0,99.9674,36.0957,1.030706,-1.0,1.0,ps6,1.0
24228,signal,LH2,PI+SIDIS,80.786,0.9989,1.0,99.9674,32.0843,1.036604,-1.0,1.0,ps6,1.0
24229,signal,LH2,PI+SIDIS,58.13,0.9988,1.0,99.9786,32.4307,1.023558,-1.0,1.0,ps6,1.0
24230,signal,LH2,PI+SIDIS,31.492,0.9987,1.0,99.9891,34.3906,1.012434,-1.0,1.0,ps6,1.0
24257,signal,LH2,PI+SIDIS,85.543,0.9985,1.0,99.9673,33.226,1.034934,-1.0,1.0,ps6,1.0
24258,signal,LH2,PI+SIDIS,77.848,0.9988,1.0,99.9678,33.9325,1.031207,-1.0,1.0,ps6,1.0
24259,signal,LH2,PI+SIDIS,79.29,0.9984,1.0,99.9675,36.1639,1.030025,-1.0,1.0,ps6,1.0
24260,signal,LH2,PI+SIDIS,72.906,0.9988,1.0,99.9677,34.1566,1.032086,-1.0,1.0,ps6,1.0
24261,signal,LH2,PI+SIDIS,60.431,0.9989,1.0,99.9679,36.6403,1.027734,-1.0,1.0,ps6,1.0
24262,signal,LH2,PI+SIDIS,70.814,0.9989,1.0,99.9677,36.9761,1.028056,-1.0,1.0,ps6,1.0
24263,signal,LH2,PI+SIDIS,58.162,0.9986,1.0,99.9785,34.866,1.023094,-1.0,1.0,ps6,1.0
24264,signal,LH2,PI+SIDIS,30.321,0.999,1.0,99.9891,33.1512,1.012543,-1.0,1.0,ps6,1.0
24232,dummy,Dummy,PI+SIDIS,71.377,0.9984,1.0,99.984,35.3867,1.0,-1.0,1.0,ps6,1.0
24233,dummy,Dummy,PI+SIDIS,68.004,0.9983,1.0,99.984,35.7771,1.0,-1.0,1.0,ps6,1.0
24234,dummy,Dummy,PI+SIDIS,70.338,0.9988,1.0,99.9839,37.8635,1.0,-1.0,1.0,ps6,1.0
24268,dummy,Dummy,PI+SIDIS,69.271,0.9988,1.0,99.9839,34.9599,1.0,-1.0,1.0,ps6,1.0
24269,dummy,Dummy,PI+SIDIS,59.712,0.9988,1.0,99.9839,32.1047,1.0,-1.0,1.0,ps6,1.0
24554,positron,LH2,PI+SIDIS,80.198,0.9969,1.0,99.9677,30.3892,1.039578,-1.0,1.0,ps6,1.0
