category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,23876,1047.028,956.841,875.744,776.666,50,0.0523514,0.04784205,0.0437872,0.0388333,0.9476486,0.95215795,0.9562128,0.9611667,0.988258791333,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23876_-1.report",OK
signal,23880,1008.765,925.481,845.978,749.641,50,0.05043825,0.04627405,0.0422989,0.03748205,0.94956175,0.95372595,0.9577011,0.96251795,0.989032747561,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23880_-1.report",OK
signal,23881,934.908,858.288,784.54,693.879,50,0.0467454,0.0429144,0.039227,0.03469395,0.9532546,0.9570856,0.960773,0.96530605,0.990537703196,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23881_-1.report",OK
signal,23882,937.163,860.488,786.357,695.284,50,0.04685815,0.0430244,0.03931785,0.0347642,0.95314185,0.9569756,0.96068215,0.9652358,0.990494570025,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23882_-1.report",OK
signal,23883,938.813,862.8,788.35,696.922,50,0.04694065,0.04314,0.0394175,0.0348461,0.95305935,0.95686,0.9605825,0.9651539,0.990451606836,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23883_-1.report",OK
signal,23884,963.974,886.297,809.625,715.908,50,0.0481987,0.04431485,0.04048125,0.0357954,0.9518013,0.95568515,0.95951875,0.9642046,0.989943084023,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23884_-1.report",OK
signal,23885,487.169,446.934,408.181,356.96,50,0.02435845,0.0223467,0.02040905,0.017848,0.97564155,0.9776533,0.97959095,0.982152,0.997379686905,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23885_-1.report",OK
signal,23892,1330.288,1227.512,1120.346,996.293,50,0.0665144,0.0613756,0.0560173,0.04981465,0.9334856,0.9386244,0.9439827,0.95018535,0.981135971274,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23892_-1.report",OK
signal,23893,1316.801,1215.481,1109.388,986.469,50,0.06584005,0.06077405,0.0554694,0.04932345,0.93415995,0.93922595,0.9445306,0.95067655,0.98149304333,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23893_-1.report",OK
signal,23894,1316.566,1215.853,1109.655,986.244,50,0.0658283,0.06079265,0.05548275,0.0493122,0.9341717,0.93920735,0.94451725,0.9506878,0.981491680324,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23894_-1.report",OK
signal,23895,1304.907,1205.987,1100.162,977.316,50,0.06524535,0.06029935,0.0550081,0.0488658,0.93475465,0.93970065,0.9449919,0.9511342,0.981797453658,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23895_-1.report",OK
signal,23896,678.079,625.802,570.465,499.546,50,0.03390395,0.0312901,0.02852325,0.0249773,0.96609605,0.9687099,0.97147675,0.9750227,0.994942929194,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_23896_-1.report",OK
