run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24097,signal,LD2,PI-SIDIS,14.584,1.687,1.0,1.0,1.005094,-1.0,1.0,ps6,1.0,57.5849,7.39322
24098,signal,LD2,PI-SIDIS,13.874,22.567,0.9985,1.0,1.004846,-1.0,1.0,ps6,1.0,43.8664,1.86057
24099,signal,LD2,PI-SIDIS,13.858,23.934,0.9987,1.0,1.004841,-1.0,1.0,ps6,1.0,44.8483,1.82137
24100,signal,LD2,PI-SIDIS,13.558,20.61,0.9989,1.0,1.004736,-1.0,1.0,ps6,1.0,43.803,1.94299
24101,signal,LD2,PI-SIDIS,13.636,24.015,0.999,1.0,1.004763,-1.0,1.0,ps6,1.0,44.4333,1.80186
24103,signal,LD2,PI-SIDIS,9.878,17.181,0.999,1.0,1.00345,-1.0,1.0,ps6,1.0,44.7604,1.99834
24104,signal,LD2,PI-SIDIS,13.703,31.42,0.9988,1.0,1.004786,-1.0,1.0,ps6,1.0,46.4314,1.59502
24110,signal,LD2,PI-SIDIS,13.611,21.521,0.9984,1.0,1.004754,-1.0,1.0,ps6,1.0,43.0234,1.88334
24111,signal,LD2,PI-SIDIS,14.077,22.153,0.9987,1.0,1.004917,-1.0,1.0,ps6,1.0,41.6127,1.83195
24112,signal,LD2,PI-SIDIS,14.14,24.541,0.9984,1.0,1.004939,-1.0,1.0,ps6,1.0,40.9231,1.7528
24113,signal,LD2,PI-SIDIS,9.052,16.105,0.999,1.0,1.003162,-1.0,1.0,ps6,1.0,45.7215,2.06241
24158,signal,LD2,PI-SIDIS,14.126,25.645,0.9985,1.0,1.004934,-1.0,1.0,ps6,1.0,40.4607,1.69603
24159,signal,LD2,PI-SIDIS,13.879,24.432,0.9988,1.0,1.004848,-1.0,1.0,ps6,1.0,42.6216,1.75768
24160,signal,LD2,PI-SIDIS,14.265,25.328,0.9988,1.0,1.004983,-1.0,1.0,ps6,1.0,40.7422,1.69746
24161,signal,LD2,PI-SIDIS,14.103,23.567,0.999,1.0,1.004926,-1.0,1.0,ps6,1.0,43.3624,1.79452
24185,signal,LD2,PI-SIDIS,14.045,23.352,0.9988,1.0,1.004906,-1.0,1.0,ps6,1.0,40.3799,1.76876
24591,positron,LD2,PI-SIDIS,15.335,35.882,0.9973,1.0,1.005357,-1.0,1.0,ps6,1.0,1.64832,0.364952
24592,positron,LD2,PI-SIDIS,14.809,32.711,0.9961,1.0,1.005173,-1.0,1.0,ps6,1.0,0.993112,0.355435
24116,dummy,Dummy,PI-SIDIS,32.264,57.676,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,11.7746,0.605485
24117,dummy,Dummy,PI-SIDIS,33.201,58.291,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,12.9146,0.617307
24171,dummy,Dummy,PI-SIDIS,31.089,49.687,0.9987,1.0,1.0,-1.0,1.0,ps6,1.0,11.5358,0.650056
24172,dummy,Dummy,PI-SIDIS,33.395,60.867,0.9989,1.0,1.0,-1.0,1.0,ps6,1.0,12.0263,0.597103
24595,positron_dummy,Dummy,PI-SIDIS,31.353,69.386,0.9977,1.0,1.0,-1.0,1.0,ps6,1.0,0.604391,0.145939
