mode,group_id,curve_label,setting_id,pt_bin,z_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,npts,npts_fit,phi_min,phi_max,phi_span,phi_occ,phi_nsectors,dominant_wfrac,M0,M0_err,A,A_err,B,B_err,A_sig,B_sig,chi2,ndf,chi2_ndf,prob,fit_tier,fit_status,cov_status,fit_flag_bits,valid_fit_default,valid_M0_default,valid_A_default,valid_B_default,attempts,note
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.36,14,14,0.19635,6.08684,5.89049,8,8,0.186249,0.00491787,0.000261084,0.0414568,0.0739114,-0.124438,0.0471747,0.560899,2.63781,20.2315,11,1.83923,0.0422648,2,0,3,16384,1,1,0,1,t2:ok_or_best,A_SIG_LOW
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi+sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.5,10,10,1.37445,4.90874,3.53429,6,8,0.211142,0.0111291,0.00113107,0.913743,0.0615645,0.279368,0.0335037,14.842,8.33842,10.0064,7,1.42949,0.18821,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.67,pass4/pi+sidis/LD2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.198677,0.00536967,0.00044387,0.446299,0.0654802,-999,-999,6.81578,-999,4.45614,6,0.74269,0.615197,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.90,pass4/pi+sidis/LD2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.9,6,6,2.15984,4.12334,1.9635,4,8,0.238433,0.00694166,0.00139466,0.478281,0.139136,-999,-999,3.43751,-999,1.71179,4,0.427948,0.788575,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.36,9,9,0.981748,4.51604,3.53429,5,8,0.204147,0.00416082,0.000644902,-0.0688743,0.240104,-0.10429,0.104881,0.286852,0.994366,23.043,6,3.84049,0.000782218,2,0,3,147456,1,1,0,0,t2:ok_or_best,A_SIG_LOW;B_SIG_LOW
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi+sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.210881,0.00468101,0.000176939,0.255658,0.035883,-999,-999,7.12477,-999,14.3678,6,2.39464,0.0257866,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.67,pass4/pi+sidis/LD2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.224042,0.00404449,0.00016228,0.323303,0.0357513,-999,-999,9.04313,-999,10.7805,6,1.79674,0.0954035,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.90,pass4/pi+sidis/LD2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.9,8,8,1.76715,4.51604,2.74889,4,8,0.199854,0.00376205,0.00036029,0.219513,0.0963419,-999,-999,2.27848,-999,4.30688,6,0.717813,0.635224,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.36,7,7,2.15984,4.51604,2.3562,4,8,0.381151,0.00811371,0.00107913,0.764194,0.0504638,-999,-999,15.1434,-999,25.777,5,5.15539,9.85773e-05,1,0,3,0,1,1,1,0,t1:ok_or_best,
group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi+sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.242595,0.00382144,5.67602e-05,-999,-999,-999,-999,-999,-999,71.576,7,10.2251,7.09183e-13,0,0,3,192,0,0,0,0,t1:bad(CHI2); t0:ok_or_best,CHI2NDF_HUGE;PROB_TINY
